end|index_rows|location|name|parliament_number|party|start|sex
13061953|46||Fernand Viau|21|Liberal|15091949|male
30041949|45||Fernand Viau|20|Liberal|6091945|male
14081935|59||Finlay MacDonald|17|Conservative|9091930|male
1091972|84|Richelieu|Florian Côté|28|Liberal|12091968|male
26031979|84|Richelieu|Florian Côté|30|Liberal|30091974|male
9051974|84|Richelieu|Florian Côté|29|Liberal|4011973|male
11092019|229|Vaughan—Woodbridge|Francesco Sorbara|42|Liberal|3122015|male
20112019|229|Vaughan—Woodbridge|Francesco Sorbara|43|Liberal|21102019|male
1021958|219||Francis (Frank) Gavan Power|23|Liberal|14101957|male
1021958|254||Francis Alvin George Hamilton|23|Progressive Conservative|14101957|male
11092019|149|Glengarry—Prescott—Russell|Francis Drouin|42|Liberal|3122015|male
20112019|149|Glengarry—Prescott—Russell|Francis Drouin|43|Liberal|21102019|male
12041957|38||Francis Fairey|22|Liberal|12111953|male
9071984|38|Blainville–Deux-Montagnes|Francis Fox|32|Liberal|14041980|male
14121979|38|Blainville—Deux-Montagnes|Francis Fox|31|Liberal|9101979|male
9051974|34|Argenteuil|Francis Fox|29|Liberal|4011973|male
26031979|34|Argenteuil—Deux Montagnes|Francis Fox|30|Liberal|30091974|male
13061953|251||Francis Heselton Helme|21|Liberal|15091949|male
27041997|12|Cape Breton Highlands—Canso|Francis LeBlanc|35|Liberal|17011994|male
8091993|12|Cape Breton Highlands—Canso|Francis LeBlanc|34|Liberal|12121988|male
11092019|275|Lac-Saint-Louis|Francis Scarpaleggia|42|Liberal|3122015|male
26032011|245|Lac-Saint-Louis|Francis Scarpaleggia|40|Liberal|18112008|male
20112019|275|Lac-Saint-Louis|Francis Scarpaleggia|43|Liberal|21102019|male
2082015|245|Lac-Saint-Louis|Francis Scarpaleggia|41|Liberal|2062011|male
29112005|245|Lac-Saint-Louis|Francis Scarpaleggia|38|Liberal|4102004|male
7092008|61|Lac-Saint-Louis|Francis Scarpaleggia|39|Liberal|3042006|male
11092019|297|Pierrefonds—Dollard|Frank Baylis|42|Liberal|3122015|male
14081935|106||Frank Boyes|17|Conservative|9091930|male
1021958|164||Frank Charles McGee|23|Progressive Conservative|14101957|male
19041962|164||Frank Charles Mcgee|24|Progressive Conservative|12051958|male
6021963|164||Frank Charles Mcgee|25|Progressive Conservative|27091962|male
1021958|29||Frank Christian|23|Social Credit|14101957|male
12041957|164||Frank Enfield|22|Liberal|12111953|male
19041962|159||Frank Exton Lennard|24|Progressive Conservative|12051958|male
13061953|159||Frank Exton Lennard|21|Progressive Conservative|15091949|male
1021958|159||Frank Exton Lennard|23|Progressive Conservative|14101957|male
19041962|15||Frank Fane|24|Progressive Conservative|12051958|male
6021963|15||Frank Fane|25|Progressive Conservative|27091962|male
8091965|15||Frank Fane|26|Progressive Conservative|16051963|male
23041968|15||Frank Fane|27|Progressive Conservative|18011966|male
12041957|110||Frank Follwell|22|Liberal|12111953|male
9071984|227|Swift Current—Maple Creek|Frank Hamilton|32|Progressive Conservative|14041980|male
14121979|227|Swift Current—Maple Creek|Frank Hamilton|31|Progressive Conservative|9101979|male
26031979|218|Swift Current—Maple Creek|Frank Hamilton|30|Progressive Conservative|30091974|male
9051974|218|Swift Current—Maple Creek|Frank Hamilton|29|Progressive Conservative|4011973|male
19041962|31||Frank Howard|24|C.C.F.|12051958|male
6021963|31||Frank Howard|25|New Democratic Party|27091962|male
1091972|254|Skeena|Frank Howard|28|New Democrat|12091968|male
9051974|254|Skeena|Frank Howard|29|New Democrat|4011973|male
8091965|31||Frank Howard|26|New Democratic Party|16051963|male
1021958|31||Frank Howard|23|C.C.F.|14101957|male
23041968|31||Frank Howard|27|New Democratic Party|18011966|male
30041949|223||Frank Jaenicke|20|C.C.F.|6091945|male
30041949|148||Frank Lennard|20|Progressive Conservative|6091945|male
25011940|148||Frank Lennard|18|Conservative|6021936|male
12041957|159||Frank Lennard|22|Progressive Conservative|12111953|male
14081935|234||Frank MacMillan|17|Conservative|9091930|male
26031979|183|Wellington|Frank Maine|30|Liberal|30091974|male
1091972|0|Bonavista—Trinity—Conception|Frank Moores|28|Progressive Conservative|12091968|male
14121979|269|Prince George—Peace River|Frank Oberle|31|Progressive Conservative|9101979|male
26031979|253|Prince George—Peace River|Frank Oberle|30|Progressive Conservative|30091974|male
9051974|253|Prince George—Peace River|Frank Oberle|29|Progressive Conservative|4011973|male
9071984|269|Prince George—Peace River|Frank Oberle, Sr.|32|Progressive Conservative|14041980|male
1101988|269|Progressive Conservative|Frank Oberle, Sr.|33|Prince George—Peace River|5111984|male
8091993|281|Prince George—Peace River|Frank Oberle, Sr.|34|Progressive Conservative|12121988|male
26031979|123|Halton|Frank Philbrook|30|Liberal|30091974|male
25011940|82||Frank Rickard|18|Liberal|6021936|male
13061953|110||Frank Sidney Follwell|21|Liberal|15091949|male
14081935|130||Frank Thomas Shaver|17|Conservative|9091930|male
13061953|73||Frank Thomas Stanfield|21|Progressive Conservative|15091949|male
30041949|63||Frank Thomas Stanfield|20|Progressive Conservative|6091945|male
2082015|132|Guelph|Frank Valeriote|41|Liberal|2062011|male
26032011|132|Guelph|Frank Valeriote|40|Liberal|18112008|male
14081935|73||Franklin Smoke|17|Conservative|9091930|male
14081935|232||Franklin White Turnbull|17|Conservative|9091930|male
25011940|166||François Blais|18|Independent Liberal|6021936|male
11092019|264|Drummond|François Choquette|42|NDP|3122015|male
2082015|234|Drummond|François Choquette|41|NDP|2062011|male
1101988|75|Progressive Conservative|François Gérin|33|Mégantic—Compton—Stanstead|5111984|male
8091993|75|Mégantic—Compton—Stanstead|François Gérin|34|Progressive Conservative|12121988|male
27041997|39|Bellechasse|François Langlois|35|Bloc Québécois|17011994|male
2082015|260|Montmagny—L'Islet—Kamouraska—Rivière-du-Loup|François Lapointe|41|NDP|2062011|male
2082015|250|Laval—Les Îles|François Pilon|41|NDP|2062011|male
1021958|160||Fred C. Stinson|23|Progressive Conservative|14101957|male
9071984|22|Carleton—Charlotte|Fred McCain|32|Progressive Conservative|14041980|male
1101988|22|Progressive Conservative|Fred McCain|33|Carleton—Charlotte|5111984|male
14121979|22|Carleton—Charlotte|Fred McCain|31|Progressive Conservative|9101979|male
9051974|22|Carleton—Charlotte|Fred McCain|29|Progressive Conservative|4011973|male
26031979|22|Carleton—Charlotte|Fred McCain|30|Progressive Conservative|30091974|male
27041997|0|Bonavista—Trinity—Conception|Fred Mifflin|35|Liberal|17011994|male
8091993|0|Bonavista—Trinity—Conception|Fred Mifflin|34|Liberal|12121988|male
22102000|0|Bonavista—Trinity—Conception|Fred Mifflin|36|Liberal|22091997|male
30041949|163||Fred Rose (seat declared vacant January 30, 1947, by House of Commons)|20|Labor-Progressive|6091945|male
25011940|126||Fred Sanderson|18|Liberal|6021936|male
6021963|137||Fred Stenson|25|Progressive Conservative|27091962|male
8091965|137||Fred Stenson|26|Progressive Conservative|16051963|male
14081935|78||Fred Wellington Bowen|17|Conservative|9091930|male
30041949|190||Fred Whitman|20|Liberal|6091945|male
12041957|41||Fred Zaplitny|22|C.C.F.|12111953|male
30041949|35||Fred Zaplitny|20|C.C.F.|6091945|male
1021958|41||Fred Zaplitny|23|C.C.F.|14101957|male
16041945|7||Frederick Clayton Casselman (died 20 March 1941)|19|Liberal|16051940|male
19041962|160||Frederick Coles Stinson|24|Progressive Conservative|12051958|male
25011940|112||Frederick Cronyn Betts (died 7 May 1938)|18|Conservative|6021936|male
12041957|14||Frederick Davis Shaw|22|Social Credit|12111953|male
13061953|14||Frederick Davis Shaw|21|Social Credit|15091949|male
30041949|14||Frederick Davis Shaw|20|Social Credit|6091945|male
16041945|14||Frederick Davis Shaw|19|Social Credit|16051940|male
1021958|14||Frederick Davis Shaw|23|Social Credit|14101957|male
25011940|39||Frederick Donald Mackenzie|18|Liberal|6021936|male
16041945|39||Frederick Donald Mackenzie|19|Liberal|16051940|male
16041945|83||Frederick George Hoblitzell|19|Liberal|16051940|male
14081935|120||Frederick George Sanderson|17|Liberal|9091930|male
16041945|126||Frederick George Sanderson|19|Liberal|16051940|male
13061953|61||Frederick Gordon Bradley|21|Liberal|15091949|male
13061953|127||Frederick Greystock Robertson|21|Liberal|15091949|male
13061953|242||Frederick Hugo Larson|21|Liberal|15091949|male
9071984|267|Okanagan—Similkameen|Frederick King|32|Progressive Conservative|14041980|male
14121979|267|Okanagan—Similkameen|Frederick King|31|Progressive Conservative|9101979|male
1101988|267|Progressive Conservative|Frederick King|33|Okanagan—Similkameen|5111984|male
13061953|207||Frederick Primrose Whitman|21|Liberal|15091949|male
16041945|190||Frederick Primrose Whitman|19|Liberal|16051940|male
12041957|128||Frederick Robertson|22|Liberal|12111953|male
8091965|81||Frederick Thomas Armstrong|26|Liberal|16051963|male
30041949|230||Frederick Townley-Smith|20|C.C.F.|6091945|male
16041945|12||Frederick William Gershaw|19|Liberal|16051940|male
14081935|11||Frederick William Gershaw|17|Liberal|9091930|male
9071984|234|Calgary North|Frederick Wright|32|Progressive Conservative|14041980|male
30041949|167||Frédéric Dorion|20|Independent|6091945|male
1101988|101|Progressive Conservative|Gabriel Desjardins|33|Témiscamingue|5111984|male
8091993|101|Témiscamingue|Gabriel Desjardins|34|Progressive Conservative|12121988|male
1101988|69|Progressive Conservative|Gabriel Fontaine|33|Lévis|5111984|male
8091993|68|Lévis|Gabriel Fontaine|34|Progressive Conservative|12121988|male
19041962|207||Gabriel Roberge|24|Liberal|12051958|male
11092019|270|Joliette|Gabriel Ste-Marie|42|Bloc Québécois|3122015|male
20112019|270|Joliette|Gabriel Ste-Marie|43|Bloc Québécois|21102019|male
1091972|145|Nickel Belt|Gaetan Serré|28|Liberal|12091968|male
12041957|60||Gage Montgomery|22|Progressive Conservative|12111953|male
19041962|60||Gage Montgomery|24|Progressive Conservative|12051958|male
1021958|60||Gage Montgomery|23|Progressive Conservative|14101957|male
27041997|124|Elgin—Norfolk|Gar Knutson|35|Liberal|17011994|male
23052004|120|Elgin—Middlesex—London|Gar Knutson|37|Liberal|29012001|male
22102000|125|Elgin—Middlesex—London|Gar Knutson|36|Liberal|22091997|male
9071984|149|London—Middlesex|Garnet Bloomfield|32|Liberal|14041980|male
27041997|233|Yorkton—Melville|Garry Breitkreuz|35|Reform|17011994|male
23052004|297|Yorkton—Melville|Garry Breitkreuz|37|Canadian Alliance|29012001|male
26032011|304|Yorkton—Melville|Garry Breitkreuz|40|Conservative|18112008|male
2082015|304|Yorkton—Melville|Garry Breitkreuz|41|Conservative|2062011|male
29112005|304|Yorkton—Melville|Garry Breitkreuz|38|Conservative|4102004|male
22102000|237|Yorkton—Melville|Garry Breitkreuz|36|Reform then Canadian Alliance*|22091997|male
7092008|240|Yorkton—Melville|Garry Breitkreuz|39|Conservative|3042006|male
8091993|134|Halton—Peel|Garth Turner|34|Progressive Conservative|12121988|male
7092008|136|Halton|Garth Turner|39|Conservative|3042006|male
11092019|213|Scarborough—Rouge Park|Gary Anandasangaree|42|Liberal|3122015|male
20112019|213|Scarborough—Rouge Park|Gary Anandasangaree|43|Liberal|21102019|male
29112005|135|Halton|Gary Carr|38|Liberal|4102004|male
2082015|117|Cambridge|Gary Goodyear|41|Conservative|2062011|male
26032011|117|Cambridge|Gary Goodyear|40|Conservative|18112008|male
29112005|117|Cambridge|Gary Goodyear|38|Conservative|4102004|male
7092008|118|Cambridge|Gary Goodyear|39|Conservative|3042006|male
9071984|112|Bruce—Grey|Gary Gurbin|32|Progressive Conservative|14041980|male
1101988|112|Progressive Conservative|Gary Gurbin|33|Bruce—Grey|5111984|male
14121979|112|Bruce—Grey|Gary Gurbin|31|Progressive Conservative|9101979|male
23052004|47|Saanich—Gulf Islands|Gary Lunn|37|Canadian Alliance|29012001|male
26032011|52|Saanich—Gulf Islands|Gary Lunn|40|Conservative|18112008|male
22102000|284|Saanich—Gulf Islands|Gary Lunn|36|Reform then Canadian Alliance*|22091997|male
7092008|293|Saanich—Gulf Islands|Gary Lunn|39|Conservative|3042006|male
29112005|52|Saanich—Gulf Islands|Gary Lunn|38|Conservative|4102004|male
9071984|26|Moncton|Gary McCauley|32|Liberal|14041980|male
14121979|26|Moncton|Gary McCauley|31|Liberal|9101979|male
7092008|230|Desnethé—Missinippi—Churchill River|Gary Merasty|39|Liberal|3042006|male
27041997|157|Niagara Falls|Gary Pillitteri|35|Liberal|17011994|male
23052004|152|Niagara Falls|Gary Pillitteri|37|Liberal|29012001|male
22102000|158|Niagara Falls|Gary Pillitteri|36|Liberal|22091997|male
26032011|175|Perth—Wellington|Gary Schellenberger|40|Conservative|18112008|male
2082015|175|Perth—Wellington|Gary Schellenberger|41|Conservative|2062011|male
29112005|175|Perth—Wellington|Gary Schellenberger|38|Conservative|4102004|male
7092008|176|Perth—Wellington|Gary Schellenberger|39|Conservative|3042006|male
20112019|324|Desnethé—Missinippi—Churchill River|Gary Vidal|43|Conservative|21102019|male
30041949|210||Gaspard Fauteux|20|Liberal|6091945|male
13061953|229||Gaspard Fauteux (resigned 18 August 1950)|21|Liberal|15091949|male
23041968|196||Gaston Clermont|27|Liberal|18011966|male
6021963|196||Gaston Clermont|25|Liberal|27091962|male
1091972|52|Gatineau|Gaston Clermont|28|Liberal|12091968|male
9051974|53|Gatineau|Gaston Clermont|29|Liberal|4011973|male
26031979|53|Gatineau|Gaston Clermont|30|Liberal|30091974|male
27041997|87|Richmond—Wolfe|Gaston Leroux|35|Bloc Québécois|17011994|male
27041997|44|Brome—Missisquoi|Gaston Péloquin|35|Bloc Québécois|17011994|male
11092019|138|Don Valley North|Geng Tan|42|Liberal|3122015|male
27041997|19|Halifax West|Geoff Regan|35|Liberal|17011994|male
23052004|95|Halifax West|Geoff Regan|37|Liberal|29012001|male
2082015|100|Halifax West|Geoff Regan|41|Liberal|2062011|male
26032011|100|Halifax West|Geoff Regan|40|Liberal|18112008|male
20112019|112|Halifax West|Geoff Regan|43|Liberal|21102019|male
7092008|12|Halifax West|Geoff Regan|39|Liberal|3042006|male
29112005|100|Halifax West|Geoff Regan|38|Liberal|4102004|male
11092019|112|Halifax West|Geoff Regan (†)|42|Liberal|3122015|male
1101988|227|Progressive Conservative|Geoff Wilson|33|Swift Current—Maple Creek|5111984|male
8091993|231|Swift Current—Maple Creek—Assiniboia|Geoff Wilson|34|Progressive Conservative|12121988|male
1101988|135|Progressive Conservative|Geoffrey Scott|33|Hamilton—Wentworth|5111984|male
9071984|135|Hamilton—Wentworth|Geoffrey Scott|32|Progressive Conservative|14041980|male
14121979|135|Hamilton—Wentworth|Geoffrey Scott|31|Progressive Conservative|9101979|male
8091993|137|Hamilton—Wentworth|Geoffrey Scott|34|Progressive Conservative|12121988|male
16041945|19||George Alexander Cruickshank|19|Liberal|16051940|male
16041945|135||George Alexander McLean|19|Liberal|16051940|male
1101988|2|Liberal|George Baker|33|Gander—Twillingate|5111984|male
9071984|2|Gander—Twillingate|George Baker|32|Liberal|14041980|male
14121979|2|Gander—Twillingate|George Baker|31|Liberal|9101979|male
8091993|2|Gander—Grand-Falls|George Baker|34|Liberal|12121988|male
26031979|2|Gander—Twillingate|George Baker|30|Liberal|30091974|male
30041949|242||George Black|20|Progressive Conservative|6091945|male
14081935|240||George Black|17|Conservative|9091930|male
16041945|242||George Black|19|National Government|16051940|male
14081935|70||George Brecken Nicholson|17|Conservative|9091930|male
14081935|52||George Burpee Jones|17|Conservative|9091930|male
1021958|227||George Carlyle Marler|23|Liberal|14101957|male
23041968|22||George Chatterton|27|Progressive Conservative|18011966|male
1021958|44||George Clark Fairfield|23|Progressive Conservative|14101957|male
14121979|18|Halifax|George Cooper|31|Progressive Conservative|9101979|male
13061953|21||George Cruickshank|21|Liberal|15091949|male
30041949|19||George Cruickshank|20|Liberal|6091945|male
19041962|118||George Doucett|24|Progressive Conservative|12051958|male
6021963|118||George Doucett|25|Progressive Conservative|27091962|male
8091965|118||George Doucett|26|Progressive Conservative|16051963|male
14081935|4||George Douglas Stanley|17|Conservative|9091930|male
12041957|88||George Drew|22|Progressive Conservative|12111953|male
13061953|87||George Drew|21|Progressive Conservative|15091949|male
13061953|36||George Dyer Weaver|21|Liberal|15091949|male
12041957|83||George E. Nixon|22|Liberal|12111953|male
30041949|72||George E. Nixon|20|Liberal|6091945|male
1021958|83||George E. Nixon|23|Liberal|14101957|male
23041968|83||George E. Nixon|27|Liberal|18011966|male
16041945|21||George Ernest Lawson Mackinnon|19|National Government|16051940|male
16041945|74||George Ernest Wood|19|Liberal|16051940|male
19041962|83||George Ewart Nixon|24|Liberal|12051958|male
6021963|83||George Ewart Nixon|25|Liberal|27091962|male
13061953|82||George Ewart Nixon|21|Liberal|15091949|male
16041945|72||George Ewart Nixon|19|Liberal|16051940|male
8091965|83||George Ewart Nixon|26|Liberal|16051963|male
19041962|44||George Fairfield|24|Progressive Conservative|12051958|male
14081935|10||George Gibson Coote|17|United Farmers of Alberta|9091930|male
