end|index_rows|location|name|parliament_number|party|start|sex
29112005|160|Niagara West—Glanbrook|Dean Allison|38|Conservative|4102004|male
7092008|161|Niagara West—Glanbrook|Dean Allison|39|Conservative|3042006|male
26032011|176|Peterborough|Dean Del Mastro|40|Conservative|18112008|male
7092008|177|Peterborough|Dean Del Mastro|39|Conservative|3042006|male
2082015|176|Peterborough|Dean Del Mastro (until November 5, 2014)|41|Conservative|2062011|male
26031979|201|Selkirk|Dean Whiteway|30|Progressive Conservative|30091974|male
6021963|10||Deane Gundlock|25|Progressive Conservative|27091962|male
2082015|254|Louis-Hébert|Denis Blanchette|41|NDP|2062011|male
23052004|220|Bourassa|Denis Coderre|37|Liberal|29012001|male
26032011|226|Bourassa|Denis Coderre|40|Liberal|18112008|male
29112005|226|Bourassa|Denis Coderre|38|Liberal|4102004|male
7092008|42|Bourassa|Denis Coderre|39|Liberal|3042006|male
22102000|42|Bourassa|Denis Coderre|36|Liberal|22091997|male
2082015|226|Bourassa|Denis Coderre (until June 2, 2013)|41|Liberal|2062011|male
2082015|275|Roberval—Lac-Saint-Jean|Denis Lebel|41|Conservative|2062011|male
26032011|275|Roberval—Lac-Saint-Jean|Denis Lebel|40|Conservative|18112008|male
11092019|274|Lac-Saint-Jean|Denis Lebel (until August 9, 2017)|42|Conservative|3122015|male
11092019|261|Chicoutimi—Le Fjord|Denis Lemieux (until December 1, 2017)|42|Liberal|3122015|male
23052004|221|Brome—Missisquoi|Denis Paradis|37|Liberal|29012001|male
11092019|257|Brome—Missisquoi|Denis Paradis|42|Liberal|3122015|male
29112005|227|Brome—Missisquoi|Denis Paradis|38|Liberal|4102004|male
22102000|43|Brome—Missisquoi|Denis Paradis|36|Liberal|22091997|male
8091993|98|Saint-Maurice|Denis Pronovost|34|Progressive Conservative|12121988|male
20112019|282|Longueuil—Saint-Hubert|Denis Trudel|43|Bloc Québécois|21102019|male
9071984|128|Glengarry—Prescott—Russell|Denis Éthier|32|Liberal|14041980|male
14121979|128|Glengarry—Prescott—Russell|Denis Éthier|31|Liberal|9101979|male
26031979|119|Glengarry—Prescott—Russell|Denis Éthier|30|Liberal|30091974|male
9051974|119|Glengarry—Prescott—Russell|Denis Éthier|29|Liberal|4011973|male
2082015|306|Northwest Territories (Western Arctic until 2014)|Dennis Bevington|41|NDP|2062011|male
26032011|306|Western Arctic (Northwest Territories)|Dennis Bevington|40|NDP|18112008|male
7092008|306|Western Arctic (Northwest Territories)|Dennis Bevington|39|New Democrat|3042006|male
1101988|26|Progressive Conservative|Dennis Cochrane|33|Moncton|5111984|male
9071984|71|Louis-Hébert|Dennis Dawson|32|Liberal|14041980|male
14121979|71|Louis-Hébert|Dennis Dawson|31|Liberal|9101979|male
27041997|112|Broadview—Greenwood|Dennis Mills|35|Liberal|17011994|male
23052004|193|Toronto—Danforth|Dennis Mills|37|Liberal|29012001|male
8091993|112|Broadview—Greenwood|Dennis Mills|34|Liberal|12121988|male
22102000|114|Broadview—Greenwood|Dennis Mills|36|Liberal|22091997|male
9071984|110|Brant|Derek Blackburn|32|New Democrat|14041980|male
1101988|110|New Democrat|Derek Blackburn|33|Brant|5111984|male
14121979|110|Brant|Derek Blackburn|31|New Democrat|9101979|male
8091993|111|Brant|Derek Blackburn|34|New Democrat|12121988|male
26031979|107|Brant|Derek Blackburn|30|New Democrat|30091974|male
9051974|107|Brant|Derek Blackburn|29|New Democrat|4011973|male
27041997|182|Scarborough—Rouge River|Derek Lee|35|Liberal|17011994|male
23052004|178|Scarborough—Rouge River|Derek Lee|37|Liberal|29012001|male
8091993|182|Scarborough—Rouge River|Derek Lee|34|Liberal|12121988|male
26032011|187|Scarborough—Rouge River|Derek Lee|40|Liberal|18112008|male
29112005|187|Scarborough—Rouge River|Derek Lee|38|Liberal|4102004|male
22102000|183|Scarborough—Rouge River|Derek Lee|36|Liberal|22091997|male
7092008|188|Scarborough—Rouge River|Derek Lee|39|Liberal|3042006|male
20112019|157|Hastings—Lennox and Addington|Derek Sloan|43|Conservative|21102019|male
27041997|20|South Shore|Derek Wells|35|Liberal|17011994|male
1091972|139|Leeds|Desmond Code|28|Progressive Conservative|12091968|male
23041968|118||Desmond Code|27|Progressive Conservative|18011966|male
19041962|88||Dick Bell|24|Progressive Conservative|12051958|male
6021963|88||Dick Bell|25|Progressive Conservative|27091962|male
1021958|88||Dick Bell|23|Progressive Conservative|14101957|male
23041968|88||Dick Bell|27|Progressive Conservative|18011966|male
23052004|288|Palliser|Dick Proctor|37|NDP|29012001|male
22102000|228|Palliser|Dick Proctor|36|New Democrat|22091997|male
23052004|75|Beauséjour—Petitcodiac|Dominic LeBlanc|37|Liberal|29012001|male
11092019|91|Beauséjour|Dominic LeBlanc|42|Liberal|3122015|male
2082015|79|Beauséjour|Dominic LeBlanc|41|Liberal|2062011|male
26032011|79|Beauséjour|Dominic LeBlanc|40|Liberal|18112008|male
20112019|91|Beauséjour|Dominic LeBlanc|43|Liberal|21102019|male
7092008|23|Beauséjour|Dominic LeBlanc|39|Liberal|3042006|male
29112005|79|Beauséjour|Dominic LeBlanc|38|Liberal|4102004|male
7092008|286|North Vancouver|Don Bell|39|Liberal|3042006|male
29112005|46|North Vancouver|Don Bell|38|Liberal|4102004|male
1101988|128|Liberal|Don Boudria|33|Glengarry—Prescott—Russell|5111984|male
27041997|131|Glengarry—Prescott—Russell|Don Boudria|35|Liberal|17011994|male
23052004|126|Glengarry—Prescott—Russell|Don Boudria|37|Liberal|29012001|male
8091993|131|Glengarry—Prescott—Russell|Don Boudria|34|Liberal|12121988|male
22102000|131|Glengarry—Prescott—Russell|Don Boudria|36|Liberal|22091997|male
29112005|131|Glengarry—Prescott—Russell|Don Boudria|38|Liberal|4102004|male
14121979|259|Kamloops—Shuswap|Don Cameron|31|Progressive Conservative|9101979|male
11092019|71|Vancouver Kingsway|Don Davies|42|NDP|3122015|male
26032011|59|Vancouver Kingsway|Don Davies|40|NDP|18112008|male
20112019|71|Vancouver Kingsway|Don Davies|43|NDP|21102019|male
2082015|59|Vancouver Kingsway|Don Davies|41|NDP|2062011|male
9071984|91|Saint-Henri–Westmount|Don Johnston|32|Liberal|14041980|male
1101988|92|Liberal|Don Johnston***|33|Saint-Henri—Westmount|5111984|male
14121979|255|Cowichan—Malahat—The Islands|Don L. Taylor|31|Progressive Conservative|9101979|male
9071984|248|Vegreville|Don Mazankowski|32|Progressive Conservative|14041980|male
14121979|248|Vegreville|Don Mazankowski|31|Progressive Conservative|9101979|male
1091972|237|Vegreville|Don Mazankowski|28|Progressive Conservative|12091968|male
1101988|248|Progressive Conservative|Don Mazankowski|33|Vegreville|5111984|male
8091993|256|Vegreville|Don Mazankowski|34|Progressive Conservative|12121988|male
26031979|237|Vegreville|Don Mazankowski|30|Progressive Conservative|30091974|male
9051974|237|Vegreville|Don Mazankowski|29|Progressive Conservative|4011973|male
11092019|222|Thunder Bay—Rainy River|Don Rusnak|42|Liberal|3122015|male
16041945|233||Donald Alexander McNiven|19|Liberal|16051940|male
1101988|151|Progressive Conservative|Donald Blenkarn|33|Mississauga South|5111984|male
9071984|151|Mississauga South|Donald Blenkarn|32|Progressive Conservative|14041980|male
14121979|151|Mississauga South|Donald Blenkarn|31|Progressive Conservative|9101979|male
8091993|154|Mississauga South|Donald Blenkarn|34|Progressive Conservative|12121988|male
9051974|159|Peel South|Donald Blenkarn|29|Progressive Conservative|4011973|male
13061953|86||Donald Buchanan Blue|21|Liberal|15091949|male
13061953|179||Donald Elmer Black|21|Liberal|15091949|male
30041949|168||Donald Elmer Black|20|Liberal|6091945|male
25011940|169||Donald Elmer Black|18|Liberal|6021936|male
16041945|168||Donald Elmer Black|19|Liberal|16051940|male
12041957|98||Donald Ferguson Brown|22|Liberal|12111953|male
13061953|97||Donald Ferguson Brown|21|Liberal|15091949|male
30041949|87||Donald Ferguson Brown|20|Liberal|6091945|male
1021958|98||Donald Ferguson Brown|23|Liberal|14101957|male
12041957|94||Donald Fleming|22|Progressive Conservative|12111953|male
19041962|94||Donald Fleming|24|Progressive Conservative|12051958|male
6021963|94||Donald Fleming|25|Progressive Conservative|27091962|male
13061953|93||Donald Fleming|21|Progressive Conservative|15091949|male
30041949|83||Donald Fleming|20|Progressive Conservative|6091945|male
1021958|94||Donald Fleming|23|Progressive Conservative|14101957|male
14081935|122||Donald James Cowan|17|Conservative|9091930|male
1091972|1|Burin—Burgeo|Donald Jamieson|28|Liberal|12091968|male
14121979|1|Burin—St. George's|Donald Jamieson|31|Liberal|9101979|male
9051974|1|Burin—Burgeo|Donald Jamieson|29|Liberal|4011973|male
26031979|1|Burin—Burgeo|Donald Jamieson|30|Liberal|30091974|male
14121979|91|Saint-Henri—Westmount|Donald Johnston|31|Liberal|9101979|male
14081935|12||Donald MacBeth Kennedy|17|United Farmers of Alberta|9091930|male
1091972|13|Cape Breton—East Richmond|Donald MacInnis|28|Progressive Conservative|12091968|male
9051974|13|Cape Breton—East Richmond|Donald MacInnis|29|Progressive Conservative|4011973|male
8091965|73||Donald MacInnis|26|Progressive Conservative|16051963|male
23041968|73||Donald MacInnis|27|Progressive Conservative|18011966|male
25011940|67||Donald MacLennan|18|Liberal|6021936|male
19041962|73||Donald Macinnis|24|Progressive Conservative|12051958|male
1021958|73||Donald Macinnis|23|Progressive Conservative|14101957|male
14081935|114||Donald Matheson Sutherland (until emoulment appointment)|17|Conservative|9091930|male
25011940|233||Donald McNiven|18|Liberal|6021936|male
9071984|256|Esquimalt—Saanich|Donald Munro|32|Progressive Conservative|14041980|male
14121979|256|Esquimalt—Saanich|Donald Munro|31|Progressive Conservative|9101979|male
26031979|244|Esquimalt—Saanich|Donald Munro|30|Progressive Conservative|30091974|male
9051974|244|Esquimalt—Saanich|Donald Munro|29|Progressive Conservative|4011973|male
1101988|225|Progressive Conservative|Donald Ravis|33|Saskatoon East|5111984|male
13061953|80||Donald Smith|21|Liberal|15091949|male
6021963|142||Donald Stovel Macdonald|25|Liberal|27091962|male
1091972|165|Rosedale|Donald Stovel Macdonald|28|Liberal|12091968|male
9051974|165|Rosedale|Donald Stovel Macdonald|29|Liberal|4011973|male
8091965|142||Donald Stovel Macdonald|26|Liberal|16051963|male
23041968|142||Donald Stovel Macdonald|27|Liberal|18011966|male
26031979|164|Rosedale|Donald Stovel Macdonald then David Crombie‡|30|Liberal then Progressive Conservative|30091974|male
1091972|182|Welland|Donald Tolmie|28|Liberal|12091968|male
23041968|156||Donald Tolmie|27|Liberal|18011966|male
11092019|77|Charleswood—St. James—Assiniboia—Headingley|Doug Eyolfson|42|Liberal|3122015|male
19041962|138||Doug Fisher|24|C.C.F.|12051958|male
6021963|138||Doug Fisher|25|New Democratic Party|27091962|male
8091965|138||Doug Fisher|26|New Democratic Party|16051963|male
1021958|138||Doug Fisher|23|C.C.F.|14101957|male
1101988|176|Progressive Conservative|Doug Lewis|33|Simcoe North|5111984|male
9071984|176|Simcoe North|Doug Lewis|32|Progressive Conservative|14041980|male
8091993|184|Simcoe North|Doug Lewis|34|Progressive Conservative|12121988|male
14121979|176|Simcoe North|Doug Lewis|31|Progressive Conservative|9101979|male
27041997|179|Scarborough East|Doug Peters|35|Liberal|17011994|male
9051974|201|Selkirk|Doug Rowland|29|New Democrat|4011973|male
20112019|122|Barrie—Springwater—Oro-Medonte|Doug Shipley|43|Conservative|21102019|male
27041997|22|Acadie—Bathurst|Doug Young|35|Liberal|17011994|male
8091993|26|Gloucester|Doug Young|34|Liberal|12121988|male
13061953|222||Douglas Abbott|21|Liberal|15091949|male
30041949|203||Douglas Abbott|20|Liberal|6091945|male
16041945|203||Douglas Abbott|19|Liberal|16051940|male
12041957|227||Douglas Abbott (until 1 July 1954 emoulment appointment)|22|Liberal|12111953|male
6021963|139||Douglas Alkenbrack|25|Progressive Conservative|27091962|male
1091972|118|Frontenac—Lennox and Addington|Douglas Alkenbrack|28|Progressive Conservative|12091968|male
26031979|118|Frontenac—Lennox and Addington|Douglas Alkenbrack|30|Progressive Conservative|30091974|male
9051974|118|Frontenac—Lennox and Addington|Douglas Alkenbrack|29|Progressive Conservative|4011973|male
8091965|139||Douglas Alkenbrack|26|Progressive Conservative|16051963|male
23041968|139||Douglas Alkenbrack|27|Progressive Conservative|18011966|male
9071984|228|The Battlefords—Meadow Lake|Douglas Anguish|32|New Democrat|14041980|male
8091993|254|Red Deer|Douglas Fee|34|Progressive Conservative|12121988|male
9071984|150|Mississauga North|Douglas Fisher|32|Liberal|14041980|male
1101988|182|Liberal|Douglas Frith|33|Sudbury|5111984|male
9071984|182|Sudbury|Douglas Frith|32|Liberal|14041980|male
19041962|4||Douglas Harkness|24|Progressive Conservative|12051958|male
12041957|4||Douglas Harkness|22|Progressive Conservative|12111953|male
6021963|4||Douglas Harkness|25|Progressive Conservative|27091962|male
1091972|222|Calgary Centre|Douglas Harkness|28|Progressive Conservative|12091968|male
13061953|4||Douglas Harkness|21|Progressive Conservative|15091949|male
30041949|4||Douglas Harkness|20|Progressive Conservative|6091945|male
8091965|4||Douglas Harkness|26|Progressive Conservative|16051963|male
1021958|4||Douglas Harkness|23|Progressive Conservative|14101957|male
23041968|4||Douglas Harkness|27|Progressive Conservative|18011966|male
1091972|250|New Westminster|Douglas Hogarth|28|Liberal|12091968|male
19041962|33||Douglas Jung|24|Progressive Conservative|12051958|male
1021958|33||Douglas Jung|23|Progressive Conservative|14101957|male
16041945|56||Douglas King Hazen|19|National Government|16051940|male
19041962|91||Douglas Morton|24|Progressive Conservative|12051958|male
1021958|91||Douglas Morton|23|Progressive Conservative|14101957|male
9071984|220|Moose Jaw|Douglas Neil|32|Progressive Conservative|14041980|male
14121979|220|Moose Jaw|Douglas Neil|31|Progressive Conservative|9101979|male
26031979|211|Moose Jaw|Douglas Neil|30|Progressive Conservative|30091974|male
9051974|211|Moose Jaw|Douglas Neil|29|Progressive Conservative|4011973|male
9071984|240|Edmonton South|Douglas Roche|32|Progressive Conservative|14041980|male
14121979|240|Edmonton South|Douglas Roche|31|Progressive Conservative|9101979|male
26031979|229|Edmonton—Strathcona|Douglas Roche|30|Progressive Conservative|30091974|male
9051974|229|Edmonton—Strathcona|Douglas Roche|29|Progressive Conservative|4011973|male
30041949|135||Douglas Ross|20|Progressive Conservative|6091945|male
25011940|135||Douglas Ross|18|Conservative|6021936|male
16041945|139||Douglas Ross|19|National Government|16051940|male
14121979|134|Hamilton Mountain|Duncan Beattie|31|Progressive Conservative|9101979|male
25011940|137||Duncan Fletcher McCuaig|18|Liberal|6021936|male
16041945|136||Duncan Fletcher McCuaig|19|Liberal|16051940|male
25011940|113||Duncan Graham Ross|18|Liberal|6021936|male
16041945|113||Duncan Graham Ross|19|Liberal|16051940|male
30041949|226||Duncan John McCuaig|20|C.C.F.|6091945|male
9051974|126|Hamilton Mountain|Duncan M. Beattie|29|Progressive Conservative|4011973|male
30041949|105||Earl Desmond|20|Progressive Conservative|6091945|male
11092019|29|Red Deer—Mountain View|Earl Dreeshen|42|Conservative|3122015|male
26032011|22|Red Deer|Earl Dreeshen|40|Conservative|18112008|male
20112019|29|Red Deer—Mountain View|Earl Dreeshen|43|Conservative|21102019|male
2082015|22|Red Deer|Earl Dreeshen|41|Conservative|2062011|male
25011940|151||Earl Lawson|18|Conservative|6021936|male
30041949|118||Earle Drope|20|Progressive Conservative|6091945|male
1101988|158|New Democrat|Ed Broadbent|33|Oshawa|5111984|male
9071984|158|Oshawa|Ed Broadbent|32|New Democrat|14041980|male
1091972|150|Oshawa—Whitby|Ed Broadbent|28|New Democrat|12091968|male
14121979|158|Oshawa|Ed Broadbent|31|New Democrat|9101979|male
26031979|150|Oshawa—Whitby|Ed Broadbent|30|New Democrat|30091974|male
9051974|150|Oshawa—Whitby|Ed Broadbent|29|New Democrat|4011973|male
29112005|167|Ottawa Centre|Ed Broadbent|38|New Democrat|4102004|male
8091993|163|Oshawa|Ed Broadbent (until December 1989)|34|New Democrat ±|12121988|male
11092019|34|Abbotsford|Ed Fast|42|Conservative|3122015|male
26032011|28|Abbotsford|Ed Fast|40|Conservative|18112008|male
20112019|34|Abbotsford|Ed Fast|43|Conservative|21102019|male
2082015|28|Abbotsford|Ed Fast|41|Conservative|2062011|male
7092008|269|Abbotsford|Ed Fast|39|Conservative|3042006|male
27041997|183|Simcoe Centre|Ed Harper|35|Reform|17011994|male
2082015|150|London West|Ed Holder|41|Conservative|2062011|male
26032011|150|London West|Ed Holder|40|Conservative|18112008|male
26032011|302|Souris—Moose Mountain|Ed Komarnicki|40|Conservative|18112008|male
2082015|302|Souris—Moose Mountain|Ed Komarnicki|41|Conservative|2062011|male
29112005|302|Souris—Moose Mountain|Ed Komarnicki|38|Conservative|4102004|male
7092008|238|Souris—Moose Mountain|Ed Komarnicki|39|Conservative|3042006|male
9071984|181|Stormont—Dundas|Ed Lumley|32|Liberal|14041980|male
14121979|181|Stormont—Dundas|Ed Lumley|31|Liberal|9101979|male
26031979|173|Stormont—Dundas|Ed Lumley|30|Liberal|30091974|male
6021963|115||Edgar Benson|25|Liberal|27091962|male
1091972|134|Kingston and the Islands|Edgar Benson|28|Liberal|12091968|male
8091965|115||Edgar Benson|26|Liberal|16051963|male
23041968|115||Edgar Benson|27|Liberal|18011966|male
12041957|193||Edgar Leduc|22|Liberal|12111953|male
8091965|87||Edison John Clayton Loney|26|Progressive Conservative|16051963|male
14081935|133||Edmond Baird Ryckman (until ministerial appointment)|17|Conservative|9091930|male
1091972|206|Winnipeg South Centre|Edmund Boyd Osler|28|Liberal|12091968|male
19041962|24||Edmund Davie Fulton|24|Progressive Conservative|12051958|male
6021963|24||Edmund Davie Fulton|25|Progressive Conservative|27091962|male
13061953|22||Edmund Davie Fulton|21|Progressive Conservative|15091949|male
1021958|24||Edmund Davie Fulton|23|Progressive Conservative|14101957|male
6021963|212||Edmund Tobin Asselin|25|Liberal|27091962|male
8091965|212||Edmund Tobin Asselin|26|Liberal|16051963|male
13061953|59||Edmund William George|21|Liberal|15091949|male
12041957|31||Edward Applewhaite|22|Liberal|12111953|male
13061953|27||Edward Applewhaite|21|Liberal|15091949|male
14081935|121||Edward Armour Peck|17|Conservative|9091930|male
13061953|115||Edward Blake Huffman|21|Liberal|15091949|male
1021958|114||Edward Blake Huffman|23|Liberal|14101957|male
1021958|252||Edward George McCullough|23|C.C.F.|14101957|male
14081935|237||Edward James Young|17|Liberal|9091930|male
14081935|3||Edward Joseph Garland|17|United Farmers of Alberta|9091930|male
30041949|231||Edward LeRoy Bowerman|20|C.C.F.|6091945|male
30041949|221||Edward McCullough|20|C.C.F.|6091945|male
12041957|252||Edward McCullough|22|C.C.F.|12111953|male
9071984|263|Nanaimo—Alberni|Edward Miller|32|New Democrat|14041980|male
14121979|263|Nanaimo—Alberni|Edward Miller|31|New Democrat|9101979|male
6021963|257||Edward Nasserden|25|Progressive Conservative|27091962|male
19041962|257||Edward Nasserden|24|Progressive Conservative|12051958|male
23041968|257||Edward Nasserden|27|Progressive Conservative|18011966|male
8091965|257||Edward Nasserden|26|Progressive Conservative|16051963|male
19041962|152||Edward Russell Lockyer (died in office)|24|Progressive Conservative|12051958|male
23041968|47||Edward Schreyer|27|New Democratic Party|18011966|male
1091972|201|Selkirk|Edward Schreyer then Doug Rowland**|28|Both New Democrat|12091968|male
19041962|12||Edwin William Brunsden|24|Progressive Conservative|12051958|male
19041962|3||Eldon Woolliams|24|Progressive Conservative|12051958|male
6021963|3||Eldon Woolliams|25|Progressive Conservative|27091962|male
1091972|223|Calgary North|Eldon Woolliams|28|Progressive Conservative|12091968|male
14121979|234|Calgary North|Eldon Woolliams|31|Progressive Conservative|9101979|male
26031979|223|Calgary North|Eldon Woolliams|30|Progressive Conservative|30091974|male
9051974|223|Calgary North|Eldon Woolliams|29|Progressive Conservative|4011973|male
8091965|3||Eldon Woolliams|26|Progressive Conservative|16051963|male
23041968|3||Eldon Woolliams|27|Progressive Conservative|18011966|male
27041997|207|Churchill|Elijah Harper|35|Liberal|17011994|male
1101988|140|Progressive Conservative|Elliott Hardey|33|Kent|5111984|male
16041945|148||Ellis Hopkins Corman|19|Liberal|16051940|male
8091965|92||Ellwood Madill|26|Progressive Conservative|16051963|male
23041968|92||Ellwood Madill|27|Progressive Conservative|18011966|male
23041968|41||Elmer Forbes|27|Progressive Conservative|18011966|male
9071984|15|Central Nova|Elmer MacKay|32|Progressive Conservative|14041980|male
1101988|15|Progressive Conservative|Elmer MacKay|33|Central Nova|5111984|male
14121979|15|Central Nova|Elmer MacKay|31|Progressive Conservative|9101979|male
8091993|15|Central Nova|Elmer MacKay|34|Progressive Conservative|12121988|male
9051974|15|Central Nova|Elmer MacKay|29|Progressive Conservative|4011973|male
26031979|15|Central Nova|Elmer MacKay|30|Progressive Conservative|30091974|male
12041957|37||Elmore Philpott|22|Liberal|12111953|male
27041997|220|Kindersley—Lloydminster|Elwin Hermanson|35|Reform|17011994|male
9051974|158|Peel—Dufferin—Simcoe|Elwood Madill|29|Progressive Conservative|4011973|male
11092019|256|Bourassa|Emmanuel Dubourg|42|Liberal|3122015|male
20112019|256|Bourassa|Emmanuel Dubourg|43|Liberal|21102019|male
13061953|253||Emmett Andrew McCusker|21|Liberal|15091949|male
19041962|17||Erhart Regier|24|C.C.F.|12051958|male
12041957|17||Erhart Regier|22|C.C.F.|12111953|male
1021958|17||Erhart Regier|23|C.C.F.|14101957|male
6021963|17||Erhart Regier (resigned 20 August 1962)|25|New Democratic Party|27091962|male
19041962|103||Eric Alfred Winkler|24|Progressive Conservative|12051958|male
6021963|103||Eric Alfred Winkler|25|Progressive Conservative|27091962|male
8091965|103||Eric Alfred Winkler|26|Progressive Conservative|16051963|male
23041968|103||Eric Alfred Winkler|27|Progressive Conservative|18011966|male
20112019|219|Stormont—Dundas—South Glengarry|Eric Duncan|43|Conservative|21102019|male
14121979|29|Saint John|Eric Ferguson|31|Progressive Conservative|9101979|male
25011940|14||Eric Joseph Poole|18|Social Credit|6021936|male
1091972|48|Duvernay|Eric Kierans|28|Liberal|12091968|male
22102000|239|Calgary Centre|Eric Lowther|36|Reform then Canadian Alliance*|22091997|male
30041949|239||Eric McKay|20|C.C.F.|6091945|male
20112019|161|Kenora|Eric Melillo|43|Conservative|21102019|male
19041962|46||Eric Stefanson, Sr.|24|Progressive Conservative|12051958|male
6021963|46||Eric Stefanson, Sr.|25|Progressive Conservative|27091962|male
8091965|46||Eric Stefanson, Sr.|26|Progressive Conservative|16051963|male
23041968|46||Eric Stefanson, Sr.|27|Progressive Conservative|18011966|male
1021958|103||Eric Winkler|23|Progressive Conservative|14101957|male
9071984|281|Yukon|Erik Nielsen|32|Progressive Conservative|14041980|male
6021963|262||Erik Nielsen|25|Progressive Conservative|27091962|male
14121979|281|Yukon|Erik Nielsen|31|Progressive Conservative|9101979|male
19041962|262||Erik Nielsen|24|Progressive Conservative|12051958|male
23041968|262||Erik Nielsen|27|Progressive Conservative|18011966|male
1091972|263|Yukon|Erik Nielsen|28|Progressive Conservative|12091968|male
1101988|281|Progressive Conservative|Erik Nielsen|33|Yukon|5111984|male
26031979|263|Yukon|Erik Nielsen|30|Progressive Conservative|30091974|male
9051974|263|Yukon|Erik Nielsen|29|Progressive Conservative|4011973|male
8091965|262||Erik Nielsen|26|Progressive Conservative|16051963|male
11092019|141|Durham|Erin O'Toole|42|Conservative|3122015|male
20112019|141|Durham|Erin O'Toole|43|Conservative|21102019|male
11092019|327|Regina—Lewvan|Erin Weir|42|NDP|3122015|male
30041949|181||Ernest Bertrand|20|Liberal|6091945|male
25011940|181||Ernest Bertrand|18|Liberal|6021936|male
16041945|181||Ernest Bertrand|19|Liberal|16051940|male
13061953|196||Ernest Bertrand (until 24 August 1949 emoulment appointment)|21|Liberal|15091949|male
14081935|231||Ernest Edward Perley|17|Liberal|9091930|male
16041945|232||Ernest Edward Perley|19|National Government|16051940|male
12041957|11||Ernest George Hansell|22|Social Credit|12111953|male
13061953|11||Ernest George Hansell|21|Social Credit|15091949|male
30041949|11||Ernest George Hansell|20|Social Credit|6091945|male
25011940|11||Ernest George Hansell|18|Social Credit|6021936|male
16041945|11||Ernest George Hansell|19|Social Credit|16051940|male
1021958|11||Ernest George Hansell|23|Social Credit|14101957|male
19041962|121||Ernest Halpenny|24|Progressive Conservative|12051958|male
6021963|121||Ernest Halpenny|25|Progressive Conservative|27091962|male
1021958|121||Ernest Halpenny|23|Progressive Conservative|14101957|male
19041962|37||Ernest James Broome|24|Progressive Conservative|12051958|male
1021958|37||Ernest James Broome|23|Progressive Conservative|14101957|male
19041962|116||Ernest John Campbell|24|Progressive Conservative|12051958|male
1021958|116||Ernest John Campbell|23|Progressive Conservative|14101957|male
25011940|196||Ernest Lapointe|18|Liberal|6021936|male
14081935|195||Ernest Lapointe|17|Liberal|9091930|male
16041945|196||Ernest Lapointe (died 26 November 1941)|19|Liberal|16051940|male
25011940|232||Ernest Perley|18|Conservative|6021936|male
1101988|184|New Democrat|Ernie Epp|33|Thunder Bay—Nipigon|5111984|male
1091972|245|Fraser Valley East|Ervin Pringle|28|Liberal|12091968|male
9071984|124|Essex—Windsor|Eugene Whelan|32|Liberal|14041980|male
6021963|97||Eugene Whelan|25|Liberal|27091962|male
1091972|115|Essex|Eugene Whelan|28|Liberal|12091968|male
14121979|124|Essex—Windsor|Eugene Whelan|31|Liberal|9101979|male
26031979|115|Essex—Windsor|Eugene Whelan|30|Liberal|30091974|male
9051974|115|Essex—Windsor|Eugene Whelan|29|Liberal|4011973|male
8091965|97||Eugene Whelan|26|Liberal|16051963|male
23041968|97||Eugene Whelan|27|Liberal|18011966|male
27041997|116|Carleton—Gloucester|Eugène Bellemare|35|Liberal|17011994|male
23052004|161|Ottawa—Orléans|Eugène Bellemare|37|Liberal|29012001|male
8091993|116|Carleton—Gloucester|Eugène Bellemare|34|Liberal|12121988|male
22102000|118|Carleton—Gloucester|Eugène Bellemare|36|Liberal|22091997|male
16041945|207||Eugène Durocher|19|Liberal|16051940|male
25011940|201||Eugène Fiset|18|Liberal|6021936|male
14081935|200||Eugène Fiset|17|Liberal|9091930|male
30041949|178||Eugène Marquis|20|Liberal|6091945|male
13061953|191||Eugène Marquis (until 24 August 1949 judicial appointment)|21|Liberal|15091949|male
8091965|70||Eugène Rhéaume|26|Progressive Conservative|16051963|male
7092008|0|Avalon|Fabian Manning|39|Conservative|3042006|male
14121979|34|Beauce|Fabien Roy|31|Social Credit|9101979|male
1101988|209|Progressive Conservative|Felix Holtmann|33|Selkirk—Interlake|5111984|male
8091993|210|Portage—Interlake|Felix Holtmann|34|Progressive Conservative|12121988|male
19041962|81||Felton Fenwick Legere|24|Progressive Conservative|12051958|male
6021963|81||Felton Fenwick Legere|25|Progressive Conservative|27091962|male
25011940|189||Fernand Fafard|18|Liberal|6021936|male
12041957|199||Fernand Girard|22|Independent|12111953|male
1101988|64|Progressive Conservative|Fernand Jourdenais|33|La Prairie|5111984|male
8091993|60|La Prairie|Fernand Jourdenais|34|Progressive Conservative|12121988|male
1101988|60|Progressive Conservative|Fernand Ladouceur|33|Labelle|5111984|male
23041968|200||Fernand Leblanc|27|Liberal|18011966|male
1091972|65|Laurier|Fernand Leblanc|28|Liberal|12091968|male
9051974|66|Laurier|Fernand Leblanc|29|Liberal|4011973|male
26031979|66|Laurier|Fernand Leblanc|30|Liberal|30091974|male
14081935|206||Fernand Rinfret|17|Liberal|9091930|male
25011940|207||Fernand Rinfret (died 12 July 1939)|18|Liberal|6021936|male
1101988|30|Liberal|Fernand Robichaud|33|Westmorland—Kent|5111984|male
27041997|23|Beauséjour|Fernand Robichaud|35|Liberal|17011994|male
8091993|22|Beauséjour|Fernand Robichaud (until September 1990)|34|Liberal *|12121988|male
12041957|48||Fernand Viau|22|Liberal|12111953|male
